File Name,Cluster
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_76.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_77.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_79.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_8.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_80.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_81.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_82.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_85.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_86.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_87.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_89.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_9.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_91.jpg,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_93.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_95.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_97.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Accountant resumes\Image_99.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_1.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_100.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_105.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_106.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_107.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_108.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_109.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_11.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_110.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_112.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_113.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_115.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_117.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_12.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_120.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_131.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_14.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_16.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_17.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_18.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_2.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_21.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_23.png,7
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_24.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_25.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_27.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_28.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_29.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_3.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_31.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_32.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_34.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_35.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_37.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_38.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_39.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_4.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_40.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_41.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_42.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_43.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_44.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_45.png,11
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_46.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_47.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_48.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_49.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_50.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_51.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_53.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_54.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_55.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_56.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_57.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_58.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_6.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_60.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_62.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_63.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_64.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_65.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_66.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_67.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_68.png,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_69.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_7.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_70.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_71.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_72.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_73.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_74.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_75.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_76.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_77.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_78.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_79.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_8.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_80.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_81.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_84.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_85.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_86.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_87.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_88.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_89.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_90.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_91.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_92.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_93.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_94.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_96.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_97.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_98.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Advocate resumes\Image_99.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_1.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_10.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_11.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_12.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_16.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_18.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_19.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_2.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_20.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_23.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_24.jpg,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_25.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_26.png,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_27.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_28.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_30.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_31.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_32.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_35.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_37.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_38.png,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_4.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_40.png,9
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_42.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_44.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_48.png,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_49.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_5.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_50.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_51.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_52.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_53.png,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_54.png,9
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_57.png,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_58.jpg,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_59.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_6.jpeg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_61.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_64.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_65.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_66.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_67.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_68.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_69.png,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_7.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_70.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_71.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_72.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_73.png,10
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_74.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_75.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_76.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_77.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_78.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_8.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_81.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_82.png,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_83.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_84.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_85.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_86.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_88.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_89.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_90.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_92.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_95.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_96.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Agricultural resumes\Image_97.png,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_1.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_14.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_15.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_17.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_19.png,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_2.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_22.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_25.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_26.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_27.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_29.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_30.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_33.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_35.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_36.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_37.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_38.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_39.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_44.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_45.jpeg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_46.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_48.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_49.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_50.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_52.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_57.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_58.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_60.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_61.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_65.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_67.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_68.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_70.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_72.png,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_74.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_75.png,10
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_76.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_77.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_78.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_8.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_80.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_81.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_82.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_86.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_87.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_88.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Apparel resumes\Image_89.png,14
